id,freestyle_rating,cinematic_rating,obstacle_density,busyness
13382153962,0.55,0.5,0.25,0.3
2845706613,0.9,0.95,0.9,0.0
625960465,0.6,0.7,0.8,0.6
3295431923,0.75,0.8,0.85,0.25
8491187137,0.5,0.6,1.0,0.1
3426684911,0.45,0.5,0.6,0.0
247652438,0.6,0.7,0.7,0.0
5331328494,0.75,0.8,0.85,0.0
10009744553,0.5,0.35,0.7,0.9
551621689,0.85,0.8,0.9,0.3
9163053107,0.85,0.9,0.8,0.0
1803756586,0.7,0.85,0.55,0.05
8220311375,0.2,0.4,0.4,0.3
10039392797,0.3,0.5,0.3,0.1
382450384,0.8,0.9,0.9,0.0
2528336911,0.4,0.5,0.55,0.3
444067173,0.4,0.35,0.65,0.5
2415227643,0.9,0.95,0.9,0.0
9280745266,0.5,0.55,0.65,0.05
4267290017,0.75,0.85,0.75,0.05
10682194069,0.25,0.15,0.5,0.8
6281399241,0.8,0.85,0.95,0.0
317039727,0.35,0.45,0.6,0.1
8445452900,0.35,0.45,0.5,0.05
563017123,0.75,0.75,0.65,0.0
433994811,0.85,0.8,0.8,0.0
11692060532,0.4,0.55,0.5,0.35
2195187480,0.4,0.5,0.5,0.2
3556268608,0.85,0.9,0.75,0.1
633622854,0.2,0.5,0.6,0.0
3370913433,0.4,0.4,0.65,0.3
1559307688,0.35,0.45,0.3,0.0
3687288149,0.4,0.4,0.6,0.3
12487473742,0.75,0.7,0.7,0.1
11144544140,0.65,0.7,0.9,0.85
986950091,0.6,0.5,0.6,0.6
13089379570,0.5,0.6,0.8,0.3
2776449456,0.6,0.75,0.35,0.1
246861580,0.5,0.5,0.7,0.0
3599332296,0.4,0.5,0.7,0.0
3528444275,0.6,0.7,0.75,0.3
4484373992,0.45,0.55,0.7,0.05
3921037245,0.2,0.4,0.4,0.0
10087853876,0.25,0.4,0.5,0.1
1404591089,0.65,0.5,0.55,0.3
1878875773,0.5,0.6,0.5,0.0
12175689252,0.5,0.8,0.7,0.8
329429604,0.7,0.7,0.6,0.0
2195181712,0.4,0.5,0.5,0.3
323103648,0.2,0.5,0.1,0.0
3930729353,0.6,0.6,0.7,0.2
8190634182,0.4,0.3,0.6,0.8
2111391297,0.65,0.7,0.5,0.0
3588503488,0.75,0.85,0.65,0.0
2468028016,0.2,0.4,0.55,0.1
247798170,0.4,0.4,0.8,0.0
9936641314,0.6,0.75,0.55,0.3
8595864820,0.5,0.4,0.8,0.8
530908000,0.2,0.4,0.7,0.0
36237288,0.5,0.6,1.0,0.8
3259031963,0.6,0.7,0.75,0.1
2412115560,0.75,0.85,0.7,0.1
2444678418,0.85,0.88,0.9,0.0
1445432421,0.7,0.75,0.6,0.0
2870503447,0.85,0.9,0.8,0.0
5546320449,0.5,0.5,0.7,0.6
8313135658,0.7,0.8,0.7,0.0
2198931988,0.1,0.2,0.35,0.6
2436619914,0.65,0.55,0.9,0.3
1824420821,0.45,0.5,0.6,0.85
4061532328,0.8,0.7,0.9,0.8
2436964142,0.5,0.75,0.6,0.0
3111391912,0.7,0.7,0.65,0.1
4859971870,0.2,0.5,0.1,0.0
8595847339,0.9,0.85,1.0,0.7
1089148592,0.3,0.5,0.3,0.0
13360109429,0.6,0.75,0.65,0.0
329369322,0.75,0.8,0.75,0.35
29216997,0.6,0.5,1.0,0.85
1741381589,0.7,0.8,0.75,0.0
10799058619,0.55,0.65,0.6,0.0
3528163498,0.7,0.65,0.65,0.55
3614796478,0.75,0.85,0.7,0.3
12840581393,0.85,0.9,0.8,0.0
943597465,0.5,0.65,0.7,0.0
3027373890,0.55,0.65,0.9,0.0
29535851,0.85,0.9,0.85,0.0
2856803268,0.2,0.4,0.2,0.0
12163434444,0.2,0.3,0.6,0.1
7227081523,0.75,0.85,0.7,0.1
2412115569,0.85,0.9,0.9,0.3
253047287,0.6,0.55,0.55,0.15
3556504176,0.55,0.75,0.7,0.0
2715425619,0.35,0.5,0.7,0.0
2434911022,0.8,0.9,0.9,0.0
9761426144,0.45,0.5,0.55,0.6
1132280654,0.6,0.55,0.9,0.1
10120640376,0.55,0.65,0.8,0.0
2198932006,0.35,0.45,0.5,0.6
2108820782,0.55,0.75,0.1,0.0
1536535517,0.3,0.4,0.6,0.3
633552852,0.65,0.7,0.75,0.0
3504038268,0.6,0.7,0.7,0.6
13040249490,0.5,0.4,0.7,0.0
3613037654,0.75,0.78,0.85,0.15
8138039098,0.35,0.35,0.5,0.0
2415227549,0.8,0.9,0.8,0.0
441200344,0.65,0.45,0.5,0.85
479591793,0.6,0.4,0.55,0.3
11583844033,0.2,0.3,0.3,0.1
477824254,0.6,0.65,0.5,0.3
3617509902,0.6,0.5,1.0,0.0
633549042,0.9,0.95,0.9,0.05
1960319982,0.7,0.8,0.4,0.0
2436619815,0.45,0.5,0.7,0.3
287376495,0.35,0.45,0.65,0.35
29724670,0.6,0.5,1.0,0.3
12410375160,0.4,0.5,0.8,0.0
9933458073,0.85,0.85,0.9,0.0
1240047369,0.65,0.85,0.8,0.0
12590054217,0.75,0.45,0.75,0.6
3643168340,0.55,0.7,0.75,0.0
265980418,0.35,0.5,0.8,0.85
8572898126,0.25,0.45,0.35,0.3
8493271140,0.7,0.65,0.75,0.9
9474095856,0.75,0.85,0.7,0.1
4693249984,0.6,0.5,0.75,0.1
2467365643,0.4,0.5,0.7,0.1
2195181669,0.3,0.5,0.5,0.0
255000522,0.3,0.35,0.85,0.05
4443811620,0.35,0.45,0.5,0.0
3536136341,0.2,0.4,0.5,0.3
1348333369,0.6,0.5,0.7,0.9
1541532012,0.85,0.9,0.35,0.0
12588524934,0.4,0.5,0.5,0.3
8622769653,0.6,0.5,1.0,0.3
2819461312,0.6,0.75,0.35,0.8
694414613,0.9,0.85,0.9,0.8
10091721668,0.25,0.35,0.8,0.05
11681320287,0.2,0.1,0.5,0.4
2436964216,0.78,0.85,0.85,0.0
2436964209,0.3,0.5,0.3,0.0
13115078276,0.4,0.6,0.7,0.0
434312100,0.6,0.75,0.6,0.7
828550939,0.6,0.6,0.7,0.3
2419223218,0.6,0.5,0.75,0.3
751820241,0.4,0.5,0.55,0.6
608543046,0.75,0.85,0.8,0.05
3522073998,0.45,0.6,0.65,0.15
538982299,0.5,0.4,0.9,0.0
2794225251,0.6,0.6,0.6,0.0
3614789139,0.7,0.8,0.8,0.0
1582856929,0.65,0.75,0.4,0.05
617519110,0.5,0.6,0.7,0.0
329895361,0.6,0.5,0.7,0.8
4878534541,0.3,0.6,0.5,0.3
5335651788,0.2,0.6,0.3,0.3
8530357075,0.25,0.35,0.4,0.1
317151778,0.3,0.45,0.35,0.0
5133114756,0.6,0.5,0.45,0.1
1765188997,0.5,0.75,0.8,0.0
460389314,0.5,0.4,0.8,0.0
767971927,0.4,0.4,0.5,0.3
267564784,0.55,0.6,0.9,0.6
3610602659,0.4,0.7,0.2,0.0
1224187026,0.6,0.35,0.75,0.85
9969337333,0.55,0.45,0.9,0.1
2416235220,0.6,0.5,0.9,0.2
1329613239,0.4,0.5,0.4,0.0
13464561665,0.65,0.6,0.85,0.45
13382172803,0.4,0.5,0.5,0.0
2217340275,0.2,0.4,0.5,0.3
9852934837,0.4,0.35,0.55,0.6
13716003433,0.4,0.5,0.65,0.9
8221854358,0.1,0.1,0.1,0.0
3497045993,0.6,0.7,0.7,0.3
8849820715,0.65,0.75,0.75,0.6
8339401605,0.35,0.15,0.45,0.8
3610812733,0.35,0.45,0.6,0.15
1302069814,0.8,0.9,0.8,0.0
2781003994,0.1,0.5,0.15,0.0
12239703350,0.8,0.9,0.7,0.0
4676497666,0.4,0.3,0.7,0.9
430127108,0.9,0.95,0.85,0.05
994888369,0.6,0.75,0.7,0.0
8247847303,0.4,0.5,0.6,0.0
533462595,0.35,0.55,0.45,0.8
2111391279,0.7,0.8,0.9,0.0
2436619749,0.4,0.7,0.6,0.3
29271298,0.5,0.65,0.9,0.05
10022559057,0.7,0.8,0.7,0.0
2682571615,0.65,0.75,0.6,0.0
6296054676,0.85,0.9,0.8,0.0
1132414387,0.4,0.5,0.9,0.1
671684081,0.2,0.5,0.15,0.1
2020328312,0.4,0.7,0.8,0.0
3439623425,0.35,0.5,0.5,0.1
611761708,0.5,0.6,0.8,0.1
1206070305,0.35,0.55,0.4,0.3
1956596778,0.2,0.4,0.1,0.3
524332449,0.2,0.3,0.5,0.4
5407456002,0.8,0.9,0.85,0.0
2281264276,0.55,0.5,0.85,0.8
3961554318,0.75,0.8,0.75,0.85
12163434446,0.2,0.1,0.5,0.3
5295669858,0.35,0.45,0.55,0.3
1013633003,0.5,0.2,0.7,0.8
3498198016,0.25,0.45,0.5,0.3
259450580,0.85,0.95,0.9,0.0
3048890166,0.75,0.9,0.9,0.65
3010998663,0.3,0.45,1.0,0.3
957522741,0.65,0.65,0.9,0.1
2411011589,0.9,0.95,1.0,0.0
2589660746,0.15,0.15,0.3,0.1
527802271,0.4,0.5,0.7,0.1
8244773304,0.45,0.6,0.4,0.05
3371218174,0.6,0.7,0.7,0.0
2681829641,0.85,0.8,0.9,0.0
11132680727,0.65,0.7,0.8,0.0
2335264266,0.25,0.45,0.5,0.3
10051427669,0.35,0.45,0.5,0.8
3626972434,0.6,0.65,0.8,0.3
759406820,0.3,0.45,0.55,0.6
3469952463,0.4,0.5,0.25,0.0
663063105,0.75,0.8,0.9,0.1
4347237767,0.35,0.5,0.4,0.3
11766734287,0.35,0.4,0.5,0.5
2301524982,0.65,0.85,0.8,0.0
11503658723,0.4,0.7,0.3,0.0
1537475276,0.7,0.85,0.7,0.0
3613017298,0.4,0.4,0.85,0.0
10107165328,0.3,0.5,0.7,0.1
299150655,0.6,0.5,0.8,0.85
3600714276,0.55,0.6,0.75,0.9
472087066,0.4,0.2,0.7,0.9
3546857850,0.3,0.5,0.9,0.0
3686877298,0.2,0.5,0.45,0.1
29544764,0.2,0.4,0.15,0.0
4588450554,0.6,0.5,0.7,0.5
5792727488,0.65,0.85,0.7,0.1
2426853231,0.2,0.4,0.1,0.0
29341237,0.35,0.5,0.7,0.0
434312699,0.45,0.65,0.7,0.3
10167117337,0.55,0.65,0.8,0.7
410124097,0.4,0.5,0.5,0.0
3613085886,0.75,0.85,0.65,0.45
759526052,0.35,0.45,0.55,0.3
31376758,0.85,0.9,1.0,0.0
1537475812,0.7,0.8,0.8,0.0
3627024411,0.3,0.6,0.7,0.0
4053830343,0.5,0.55,0.65,0.75
768073215,0.6,0.75,0.6,0.3
430018692,0.5,0.5,0.9,0.3
287040071,0.5,0.5,1.0,0.8
6996255585,0.4,0.5,0.75,0.6
3547182916,0.5,0.5,0.8,0.8
3612867390,0.2,0.4,0.3,0.1
773522588,0.35,0.45,0.5,0.3
3546857827,0.45,0.5,0.6,0.3
13381261829,0.55,0.45,0.8,0.8
633612701,0.75,0.85,0.8,0.0
455607333,0.75,0.85,0.9,0.0
2354520284,0.9,0.9,0.9,0.0
11002188997,0.85,0.9,0.9,0.0
2933413826,0.5,0.75,0.4,0.0
443846808,0.75,0.75,0.6,0.0
524333207,0.6,0.8,0.6,0.3
2316996203,0.7,0.8,0.65,0.1
5007230969,0.35,0.5,0.15,0.0
3871459623,0.6,0.75,0.9,0.0
255404795,0.3,0.5,0.7,0.3
2915978740,0.3,0.3,0.7,0.2
454948978,0.6,0.5,0.8,0.8
2437253553,0.4,0.7,0.5,0.3
1328595461,0.75,0.9,0.9,0.0
13360109461,0.65,0.75,0.8,0.0
2209300881,0.2,0.5,0.3,0.0
6885279194,0.65,0.7,0.6,0.0
5983183571,0.55,0.5,0.75,0.9
1569971387,0.1,0.4,0.6,0.0
2689777618,0.55,0.5,0.45,0.0
2946317314,0.8,0.85,0.75,0.2
12587297595,0.35,0.5,0.9,0.3
11920667751,0.45,0.5,0.5,0.6
2439074816,0.3,0.4,0.8,0.0
278496154,0.8,0.9,0.95,0.0
11098154431,0.65,0.85,0.7,0.0
2407200516,0.85,0.9,0.7,0.0
271385054,0.5,0.4,0.7,0.6
2415227680,0.8,0.9,0.9,0.0
6539880058,0.6,0.8,0.75,0.0
2354520240,0.9,0.95,1.0,0.0
2283445932,0.8,0.9,0.85,0.0
2854150023,0.35,0.45,0.55,0.6
2487775155,0.75,0.9,0.7,0.0
12770596303,0.6,0.6,0.7,0.1
2198931995,0.35,0.45,0.5,0.3
3295714482,0.65,0.8,0.75,0.0
4140577460,0.1,0.4,0.2,0.0
3135937825,0.6,0.5,1.0,0.6
2436818358,0.5,0.65,0.75,0.0
2578151438,0.25,0.15,0.45,0.4
8631831134,0.35,0.4,0.45,0.1
10226257107,0.45,0.5,0.55,0.1
11697850759,0.45,0.4,0.35,0.15
3048922389,0.9,0.9,0.9,0.0
10159127645,0.45,0.5,0.7,0.3
13382172727,0.65,0.75,0.8,0.0
3329903165,0.6,0.75,0.7,0.1
8824421018,0.4,0.5,0.5,0.3
535960683,0.4,0.45,0.6,0.8
530928231,0.35,0.5,0.45,0.2
3289824066,0.7,0.7,0.85,0.1
1141861175,0.35,0.45,0.15,0.0
3610602812,0.7,0.8,0.7,0.1
2849473810,0.4,0.2,0.6,0.8
2035751819,0.1,0.15,0.25,0.1
2418814846,0.4,0.5,0.7,0.0
2437253498,0.35,0.5,0.15,0.0
10768680288,0.6,0.5,0.6,0.6
12215294053,0.7,0.8,0.8,0.0
1601156441,0.85,0.9,0.8,0.0
917939038,0.25,0.4,0.2,0.1
393979457,0.85,0.95,0.9,0.0
11144544135,0.6,0.5,0.7,0.3
1839886199,0.55,0.6,0.6,0.0
2821271226,0.65,0.75,0.8,0.8
5321152964,0.1,0.2,0.3,0.3
2305694465,0.2,0.4,0.5,0.1
13353382131,0.35,0.5,0.5,0.3
54668524,0.9,0.95,0.9,0.0
9756592294,0.85,0.95,0.9,0.0
13360109416,0.3,0.35,0.1,0.0
7841061093,0.75,0.7,0.8,0.1
564245507,0.65,0.65,0.75,0.0
31771275,0.8,0.85,0.9,0.3
3072364089,0.5,0.7,0.5,0.3
469956030,0.55,0.55,0.6,0.8
7775173653,0.6,0.5,0.6,0.6
1717127492,0.45,0.4,0.85,0.8
1527138452,0.7,0.75,0.8,0.3
700219613,0.5,0.6,0.55,0.6
7276449570,0.25,0.4,0.7,0.1
340078572,0.85,0.8,0.9,0.05
258827819,0.85,0.9,0.9,0.0
1573925909,0.7,0.6,0.5,0.6
13759013527,0.65,0.6,0.75,0.9
248485691,0.1,0.1,0.1,0.0
294062068,0.75,0.85,0.7,0.0
10144651289,0.5,0.5,0.6,0.8
3615453040,0.2,0.4,0.8,0.0
3626681854,0.65,0.55,0.9,0.1
2120027955,0.8,0.9,0.7,0.0
2849423389,0.1,0.1,0.25,0.0
3473907819,0.7,0.8,0.8,0.0
3626972435,0.4,0.5,0.8,0.0
1700954424,0.2,0.2,0.5,0.3
9681973899,0.4,0.7,0.7,0.0
8986640533,0.35,0.4,0.55,0.25
8375117100,0.85,0.9,0.9,0.0
360252145,0.2,0.35,0.1,0.3
10579249271,0.45,0.55,0.7,0.85
3614584247,0.85,0.88,0.9,0.0
313146359,0.4,0.5,0.5,0.3
338103578,0.85,0.9,0.9,0.0
13382153943,0.15,0.4,0.05,0.05
3156913801,0.8,0.9,0.9,0.0
11971964472,0.85,0.9,0.75,0.1
29759946,0.85,0.8,0.8,0.1
29274780,0.85,0.9,0.9,0.0
10161920587,0.35,0.45,0.5,0.1
3027186791,0.35,0.55,0.25,0.0
2415227628,0.55,0.5,0.7,0.0
10235364267,0.6,0.5,0.7,0.6
320616839,0.2,0.4,0.4,0.1
3498123558,0.9,0.9,0.9,0.3
2491726341,0.5,0.6,0.4,0.1
3614789126,0.6,0.7,0.6,0.0
248488126,0.35,0.5,0.35,0.0
3390371737,0.6,0.6,0.5,0.6
10177829297,0.85,0.88,0.8,0.3
363604910,0.3,0.45,0.15,0.0
653631863,0.85,0.9,0.9,0.0
2019941482,0.2,0.1,0.4,0.3
12599438355,0.7,0.9,0.8,0.0
6935796058,0.5,0.4,0.8,0.7
3641606630,0.35,0.6,0.4,0.0
29953216,0.7,0.8,0.7,0.0
2434911213,0.9,0.95,0.9,0.0
5781300765,0.55,0.85,0.8,0.0
317637313,0.1,0.1,0.5,0.0
12518934599,0.35,0.5,0.45,0.2
8735877852,0.75,0.75,1.0,0.3
3870147019,0.7,0.8,0.7,0.0
2198932024,0.2,0.5,0.2,0.0
6667635516,0.2,0.1,0.2,0.4
11557655823,0.45,0.4,0.5,0.3
5257460325,0.5,0.7,0.75,0.1
430101691,0.3,0.5,0.25,0.0
734054563,0.4,0.5,0.5,0.1
12205213353,0.45,0.45,0.85,0.9
256946509,0.75,0.85,0.8,0.0
12974773098,0.2,0.6,0.4,0.0
2198931617,0.2,0.4,0.4,0.0
317643711,0.5,0.6,0.9,0.5
2108820649,0.8,0.9,0.7,0.0
29580545,0.9,0.9,0.95,0.0
410104330,0.35,0.55,0.4,0.0
2195181656,0.4,0.3,0.4,0.0
2102733570,0.68,0.75,0.72,0.0
531562121,0.3,0.45,0.7,0.1
3440048377,0.5,0.7,0.7,0.1
3068188431,0.45,0.5,0.6,0.3
3614584229,0.75,0.9,0.9,0.0
13362348445,0.6,0.85,0.7,0.5
293419382,0.75,0.85,0.7,0.0
2195181749,0.2,0.45,0.5,0.0
7331827969,0.3,0.5,0.5,0.1
2953182769,0.4,0.5,0.9,0.0
12487473756,0.6,0.5,0.5,0.4
1956576816,0.4,0.5,0.9,0.0
373846802,0.3,0.5,0.5,0.0
13382172784,0.4,0.45,0.35,0.0
330435067,0.9,0.9,0.8,0.0
2439074819,0.35,0.55,0.5,0.0
2439040936,0.7,0.8,0.8,0.0
291812654,0.9,0.9,0.8,0.1
948827028,0.6,0.7,0.8,0.1
561532893,0.8,0.8,0.9,0.0
2897480630,0.5,0.4,1.0,0.3
527332933,0.55,0.5,0.8,0.0
839038663,0.9,0.95,0.9,0.0
295529219,0.85,0.85,0.8,0.2
391051501,0.9,0.95,0.9,0.0
1224639187,0.8,0.75,0.95,0.9
540438032,0.9,0.95,0.85,0.0
911451440,0.75,0.88,0.65,0.05
639324349,0.85,0.85,0.8,0.3
1084427262,0.6,0.7,0.8,0.0
39695653,0.85,0.9,0.7,0.2
278781591,0.85,0.8,0.9,0.0
36735837,0.85,0.85,0.6,0.0
288993894,0.85,0.9,0.9,0.0
967478206,0.9,0.9,1.0,0.0
1229645195,0.9,0.95,0.9,0.1
1427390124,0.8,0.85,0.65,0.1
1006710960,0.85,0.8,0.75,0.0
151515172,0.8,0.8,0.9,0.0
508136410,0.85,0.8,0.7,0.0
578937076,0.85,0.8,1.0,0.3
562703613,0.9,0.9,0.9,0.0
24613653,0.85,0.9,0.9,0.0
1472747994,0.9,0.9,0.9,0.8
1006710986,0.9,0.95,0.85,0.0
24471878,0.9,0.9,0.9,0.0
1132485678,0.85,0.85,0.75,0.0
554661704,0.9,0.9,0.8,0.0
887608308,0.8,0.8,0.7,0.0
1090208161,0.75,0.7,0.7,0.85
738456004,0.75,0.8,0.7,0.05
226398220,0.8,0.8,0.8,0.3
978431655,0.78,0.82,0.75,0.8
1423081245,0.85,0.8,0.75,0.0
492330298,0.75,0.75,0.65,0.85
52012519,0.9,0.95,0.9,0.0
127669619,0.85,0.88,0.7,0.15
1189721460,0.85,0.85,0.65,0.8
352069704,0.85,0.8,0.75,0.0
1338598800,0.85,0.8,0.9,0.7
570967318,0.85,0.9,0.75,0.0
1058471605,0.9,0.9,0.8,0.0
374937355,0.45,0.4,0.45,0.3
840300011,0.85,0.9,0.9,0.0
576639967,0.85,0.9,0.8,0.0
142607244,0.7,0.8,0.7,0.0
1006687251,0.85,0.85,0.9,0.0
1189137363,0.8,0.85,0.7,0.0
273993953,0.4,0.4,0.2,0.0
1429483785,0.8,0.7,0.6,0.0
908917541,0.9,0.9,0.9,0.0
55813743,0.85,0.8,0.7,0.2
562313531,0.85,0.8,0.75,0.4
1201936312,0.9,0.85,0.8,0.1
832683536,0.9,0.9,0.8,0.0
165766808,0.9,0.9,0.9,0.0
183859964,0.8,0.9,0.8,0.1
1494221536,0.9,0.9,0.8,0.8
1197857396,0.8,0.8,0.7,0.0
1248078110,0.85,0.85,0.75,0.3
1051465501,0.85,0.85,0.9,0.6
565859699,0.88,0.9,0.9,0.0
37854308,0.85,0.9,0.9,0.2
858984609,0.65,0.7,0.8,0.9
1050955655,0.9,0.95,0.9,0.0
459043387,0.7,0.8,0.6,0.0
1071314366,0.8,0.75,0.95,0.3
1037501170,0.85,0.8,0.75,0.2
114871132,0.9,0.9,0.9,0.0
397813723,0.6,0.5,0.75,0.9
42387693,0.85,0.85,0.9,0.0
1035388341,0.85,0.8,0.8,0.7
1436533100,0.85,0.9,0.9,0.0
235946445,0.85,0.9,0.7,0.6
1179676388,0.9,0.95,1.0,0.0
1442016243,0.75,0.85,0.7,0.0
1445870103,0.8,0.8,0.2,0.0
558811219,0.9,0.9,1.0,0.0
53580887,0.8,0.9,0.7,0.0
395691221,0.85,0.8,0.8,0.9
858826035,0.8,0.85,0.7,0.35
805160817,0.85,0.95,0.85,0.2
512532822,0.9,0.9,0.8,0.0
905203802,0.75,0.7,0.9,0.65
562436936,0.85,0.8,0.8,0.1
37280621,0.85,0.8,0.75,0.0
1442016231,0.85,0.9,0.8,0.0
264567898,0.9,0.9,0.8,0.0
1197651075,0.85,0.9,1.0,0.0
1503193721,0.9,0.95,0.75,0.0
354340838,0.8,0.85,0.9,0.0
1029095379,0.8,0.9,0.8,0.0
366275300,0.85,0.88,0.65,0.15
562703659,0.85,0.9,0.8,0.0
53227006,0.88,0.9,0.85,0.0
1443565264,0.8,0.8,0.7,0.0
25618325,0.85,0.85,0.9,0.0
893677769,0.7,0.85,0.75,0.1
1135639880,0.8,0.8,0.8,0.0
888574309,0.85,0.9,0.9,0.0
762364681,0.8,0.8,0.9,0.6
166061565,0.9,0.9,0.9,0.0
1347557492,0.9,0.9,0.9,0.35
384054063,0.9,0.95,0.8,0.0
997968316,0.8,0.75,0.9,0.8
535135240,0.8,0.8,0.9,0.0
863615638,0.8,0.75,0.7,0.0
274596183,0.85,0.9,0.75,0.1
996027309,0.85,0.8,0.7,0.05
322216475,0.85,0.9,0.7,0.9
1230059312,0.8,0.8,0.6,0.0
543007384,0.8,0.8,0.7,0.3
30266440,0.9,0.9,0.9,0.0
310435614,0.7,0.8,0.7,0.9
876149108,0.85,0.9,0.9,0.05
1185706628,0.8,0.9,0.9,0.65
960999969,0.85,0.9,0.8,0.9
56674972,0.85,0.8,0.8,0.3
846663694,0.85,0.8,0.75,0.1
428332858,0.85,0.9,0.8,0.2
1501137706,0.85,0.9,0.75,0.05
862773916,0.85,0.9,0.8,0.3
660594676,0.9,0.9,0.8,0.0
39349229,0.85,0.8,0.9,0.9
751167999,0.8,0.7,0.7,0.1
428091956,0.9,0.9,0.9,0.0
1219029457,0.9,0.9,0.8,0.0
1285755406,0.8,0.7,0.6,0.0
543682106,0.85,0.9,0.9,0.05
1442016242,0.85,0.9,0.9,0.0
601210566,0.95,0.9,0.9,0.05
1066887265,0.85,0.9,0.7,0.1
1418887787,0.8,0.85,0.7,0.0
642516652,0.85,0.8,0.9,0.8
54882537,0.85,0.85,0.9,0.0
214247192,0.75,0.7,0.95,0.9
565381978,0.9,0.9,0.8,0.0
720198095,0.85,0.9,0.85,0.05
695890357,0.6,0.6,0.5,0.1
626753214,0.85,0.9,0.85,0.1
35051876,0.85,0.75,0.8,0.8
1215554527,0.95,0.95,0.9,0.0
1441949912,0.85,0.9,0.85,0.0
736510510,0.55,0.7,0.25,0.0
386904872,0.8,0.75,0.9,0.1
478409234,0.85,0.8,0.7,0.1
38569573,0.85,0.85,0.9,0.0
680780464,0.75,0.65,0.8,0.85
316513606,0.8,0.9,0.75,0.8
1454909756,0.75,0.8,0.65,0.05
835314620,0.85,0.75,0.8,0.85
1064562272,0.85,0.8,0.4,0.1
1467961111,0.8,0.85,0.9,0.1
580087348,0.9,0.9,0.8,0.0
815463157,0.85,0.9,0.7,0.8
735146440,0.8,0.9,0.8,0.0
49241830,0.95,0.9,1.0,0.0
274281531,0.85,0.9,0.55,0.6
252904180,0.75,0.8,0.35,0.0
1471749057,0.7,0.75,0.25,0.0
1231756571,0.85,0.8,0.9,0.25
24728798,0.9,0.9,0.9,0.1
1482840919,0.75,0.85,0.7,0.0
479387883,0.9,0.85,0.75,0.7
839363135,0.85,0.95,0.9,0.0
1161455319,0.9,0.9,1.0,0.1
377047198,0.85,0.9,0.8,0.15
1334583449,0.75,0.85,0.4,0.1
938037973,0.85,0.8,0.75,0.6
850296097,0.9,0.9,0.9,0.1
1393629974,0.85,0.9,0.7,0.3
264565752,0.85,0.9,0.9,0.0
516414028,0.9,0.95,0.85,0.0
387096676,0.8,0.8,0.75,0.85
972330998,0.85,0.8,0.8,0.3
1031114323,0.75,0.85,0.7,0.15
1312072298,0.75,0.6,0.85,0.9
387096677,0.75,0.65,0.9,0.8
394994240,0.85,0.8,0.7,0.1
896005965,0.8,0.7,0.6,0.0
507710856,0.85,0.8,0.7,0.0
568910438,0.85,0.9,0.8,0.0
524625404,0.85,0.8,0.7,0.35
595617395,0.6,0.7,0.4,0.9
965693004,0.9,0.9,0.9,0.0
344157174,0.8,0.8,0.9,0.8
1237551950,0.45,0.65,0.6,0.0
1027201572,0.8,0.9,0.9,0.3
1412659074,0.9,0.85,0.9,0.05
368161293,0.8,0.75,0.7,0.85
724009198,0.85,0.88,0.75,0.9
497940758,0.8,0.85,0.8,0.3
1029095380,0.8,0.9,0.8,0.0
206801902,0.85,0.9,0.7,0.05
178157695,0.9,0.85,0.8,0.3
1051484833,0.8,0.9,0.8,0.0
745716936,0.85,0.9,0.8,0.8
53580941,0.9,0.9,0.8,0.0
863299508,0.9,0.95,1.0,0.0
1144316640,0.75,0.7,0.5,0.2
61190403,0.9,0.9,0.75,0.1
156818377,0.7,0.7,0.4,0.3
736716299,0.8,0.9,0.8,0.0
504759957,0.85,0.9,0.8,0.0
917962876,0.8,0.8,0.8,0.0
802638795,0.85,0.8,0.7,0.3
438993179,0.85,0.85,0.7,0.9
891694940,0.85,0.9,0.8,0.05
103458186,0.8,0.8,0.7,0.9
358950755,0.85,0.9,0.75,0.0
1289708432,0.85,0.9,0.8,0.8
950180124,0.85,0.85,0.8,0.0
1469670447,0.75,0.7,0.65,0.1
1037501180,0.8,0.8,0.7,0.3
391966452,0.9,0.9,1.0,0.0
1262604378,0.8,0.75,0.8,0.85
1339131791,0.85,0.8,0.55,0.8
802115714,0.8,0.7,0.9,0.85
477079036,0.85,0.8,0.75,0.4
1137556230,0.9,0.9,0.8,0.1
1213924246,0.9,0.95,0.9,0.0
340474012,0.85,0.75,0.7,0.8
1414899237,0.8,0.85,0.2,0.1
995928229,0.9,0.9,0.9,0.1
364540645,0.85,0.9,0.8,0.0
508147073,0.85,0.88,1.0,0.15
839217946,0.9,0.95,0.9,0.0
653494321,0.8,0.85,0.4,0.0
1415672676,0.7,0.8,0.7,0.3
1205675857,0.85,0.9,0.7,0.6
1065218225,0.75,0.7,0.8,0.6
565859662,0.9,0.9,0.9,0.0
35098650,0.7,0.8,0.4,0.0
560688351,0.85,0.88,0.85,0.0
1182024055,0.85,0.8,0.9,0.1
505848733,0.85,0.8,0.75,0.05
985844670,0.9,0.9,0.9,0.0
34950752,0.85,0.8,0.7,0.0
910604496,0.6,0.8,0.6,0.0
550685310,0.85,0.85,0.8,0.05
931692095,0.75,0.75,0.65,0.05
48329700,0.85,0.8,0.9,0.0
699510710,0.85,0.8,0.8,0.0
289108020,0.85,0.9,0.9,0.85
37100684,0.8,0.85,0.8,0.0
40619241,0.9,0.95,0.9,0.0
24376511,0.85,0.8,0.75,0.0
1016908227,0.85,0.9,0.95,0.0
372812575,0.9,0.8,0.9,0.0
